State,Forest Name,Area (City),Region (Zone),Fire Occurrence,Month,Day,Oxygen,Temperature,Humidity,FFMC,DMC,DC,ISI,RH,Wind
Haryana,Bir Shikargah Wildlife Sanctuary,Panchkula,Northern,1,9,17,99,39,70,91,74,180,15,35,24
Tripura,Rowa Wildlife Sanctuary,North Tripura,Eastern,1,12,5,100,39,85,99,152,360,53,135,15
Maharashtra,Pench National Park,Nagpur,Central,0,12,20,53,21,80,94,205,1100,39,215,23
Nagaland,Ntangki National Park,Peren,Eastern,0,1,9,66,17,80,95,250,850,102,375,4
Uttar Pradesh,Dudhwa National Park,Lakhimpur Kheri,Northern,1,7,10,96,46,80,91,406,1630,180,765,14
West Bengal,Gorumara National Park,Jalpaiguri,Eastern,0,5,15,98,10,80,97,162,410,58,160,24
Odisha,Hadagarh Wildlife Sanctuary,Keonjhar,Eastern,1,10,7,100,40,15,93,124,220,39,89,16
Mizoram,Phawngpui National Park,Lawngtlai,Eastern,0,8,9,47,36,50,72,50,280,4,55,8
Arunachal Pradesh,Eaglenest Wildlife Sanctuary,West Kameng,Eastern,1,9,12,91,41,15,96,130,800,24,140,15
Sikkim,Khangchendzonga National Park,North Sikkim,Eastern,1,8,23,84,39,75,99,264,920,109,410,4
Jharkhand,Betla National Park,Palamu,Eastern,0,11,8,74,29,40,97,342,1310,148,605,9
Bihar,Valmiki National Park,West Champaran,Eastern,1,9,11,84,47,40,99,314,1170,134,535,17
Uttar Pradesh,Hastinapur Wildlife Sanctuary,Meerut,Northern,0,8,12,71,18,85,93,408,1640,181,770,14
Jammu and Kashmir,Dachigam National Park,Srinagar,Northern,0,12,4,93,24,55,99,462,1910,208,905,23
Kerala,Thattekad Bird Sanctuary,Ernakulam,Southern,0,7,23,85,28,45,88,40,460,7,50,9
Tripura,Rowa Wildlife Sanctuary,North Tripura,Eastern,1,12,5,99,45,85,99,152,360,53,135,11
Tamil Nadu,Guindy National Park,Chennai,Southern,0,3,28,67,37,45,96,100,680,18,110,7
Manipur,Keibul Lamjao National Park,Bishnupur,Eastern,1,6,27,82,43,45,91,236,780,95,340,5
Arunachal Pradesh,Mehao Wildlife Sanctuary,Lower Dibang Valley,Eastern,0,5,57,97,27,35,90,96,25,19,70,23
Tamil Nadu,Vettangudi Bird Sanctuary,Sivaganga,Southern,1,12,18,96,46,60,82,35,420,6,55,13
Uttarakhand,Binsar Wildlife Sanctuary,Almora,Northern,1,3,11,84,47,90,93,158,390,56,150,18
Tripura,Clouded Leopard National Park,Sipahijala,Eastern,1,9,12,97,46,55,74,52,260,3,50,14
Punjab,Bir Moti Bagh Wildlife Sanctuary,Bathinda,Northern,1,1,13,83,48,30,89,130,250,42,80,12
Uttarakhand,Nanda Devi National Park,Chamoli,Northern,0,9,14,57,19,90,95,410,1650,182,775,11
Haryana,Sultanpur National Park,Gurgaon,Northern,0,9,29,22,28,90,93,456,1880,205,890,4
Telangana,Kawal Wildlife Sanctuary,Adilabad,Southern,0,12,31,50,26,55,97,272,960,113,430,5
Assam,Nameri National Park,Sonitpur,Eastern,1,9,65,91,43,15,88,45,420,3,90,9
Rajasthan,Desert National Park,Jaisalmer,Northern,1,6,19,100,49,85,95,260,900,107,400,17
Karnataka,Bannerghatta Biological Park,Bengaluru,Southern,1,4,10,84,44,10,94,225,1180,43,235,20
Assam,Dibru-Saikhowa National Park,Tinsukia,Eastern,1,11,7,94,42,15,92,140,840,26,150,10
Gujarat,Vansda National Park,Navsari,Western,0,6,23,60,23,75,98,450,1850,202,875,18
Assam,Dibru-Saikhowa National Park,Tinsukia,Eastern,1,8,63,90,42,20,96,82,40,22,85,16
Assam,Nameri National Park,Sonitpur,Eastern,1,9,65,81,39,15,88,45,420,3,90,11
Jammu and Kashmir,Dachigam National Park,Srinagar,Northern,0,12,4,88,23,55,99,462,1910,208,905,7
Uttar Pradesh,Katarniaghat Wildlife Sanctuary,Bahraich,Northern,1,1,7,85,41,90,89,154,370,54,140,17
Mizoram,Phawngpui Blue Mountain National Park,Lawngtlai,Eastern,0,2,7,83,32,55,97,372,1460,163,680,14
Maharashtra,Sanjay Gandhi National Park,Mumbai,Western,1,1,2,88,41,85,96,210,1120,40,220,21
Andaman and Nicobar Islands,Campbell Bay National Park,Nicobar Islands,Southern,0,1,25,94,34,75,75,63,180,3,35,8
Tamil Nadu,Guindy National Park,Chennai,Southern,1,1,4,87,41,60,80,35,400,4,65,4
Arunachal Pradesh,Kane Wildlife Sanctuary,East Kameng,Eastern,0,9,7,89,29,90,99,434,1770,194,835,8
Madhya Pradesh,Bandhavgarh National Park,Umaria,Central,1,8,20,98,48,95,95,478,1990,216,945,19
Andaman and Nicobar Islands,Galathea National Park,Great Nicobar,Southern,0,2,27,74,26,80,78,65,160,4,30,6
West Bengal,Buxa Tiger Reserve,Alipurduar,Eastern,1,8,16,93,49,85,93,288,1040,121,470,22
Bihar,Kaimur Wildlife Sanctuary,Kaimur,Eastern,0,12,71,90,35,25,85,55,360,6,80,7
Rajasthan,Kumbhalgarh Wildlife Sanctuary,Rajsamand,Western,1,11,7,95,44,75,92,200,1080,38,210,21
Kerala,Periyar National Park,"Idukki, Pathanamthitta, and Thekkady",Southern,1,4,18,93,48,65,97,352,1360,153,630,20
Meghalaya,Baghmara Pitcher Plant Sanctuary,South Garo Hills,Eastern,0,1,28,59,26,80,82,35,420,6,75,10
Uttar Pradesh,Dudhwa National Park,Lakhimpur Kheri,Northern,1,4,8,92,43,65,95,280,1000,117,450,13
Rajasthan,Desert National Park,Jaisalmer,Northern,1,6,19,81,47,85,95,260,900,107,400,16
Arunachal Pradesh,Mehao Wildlife Sanctuary,Lower Dibang Valley,Eastern,0,5,57,66,30,35,90,96,25,19,70,6
Gujarat,Vansda National Park,Navsari,Western,0,6,23,76,16,75,98,450,1850,202,875,21
Maharashtra,Melghat Tiger Reserve,Amravati,Western,0,9,7,34,38,80,82,30,490,3,90,23
Mizoram,Phawngpui National Park,Saiha,Eastern,0,2,17,34,33,60,80,32,390,5,65,12
Haryana,Sultanpur National Park,Gurgaon,Northern,1,9,29,97,40,90,93,456,1880,205,890,19
Himachal Pradesh,Great Himalayan National Park,Kullu,Northern,0,5,1,62,19,35,90,50,460,4,60,9
Karnataka,Nagarhole National Park,Mysuru,Southern,0,4,18,79,38,90,88,50,480,8,65,17
Manipur,Sirohi National Park,Ukhrul,Eastern,0,10,30,34,10,95,99,364,1420,159,660,21
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,0,7,21,39,28,80,97,262,910,108,405,6
Arunachal Pradesh,Dibang Wildlife Sanctuary,Dibang Valley,Eastern,1,1,49,97,45,55,82,88,5,15,50,11
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,0,6,13,67,27,50,88,50,460,7,55,8
Haryana,Bir Shikargah Wildlife Sanctuary,Panchkula,Northern,1,9,17,98,48,70,91,74,180,15,35,7
Tamil Nadu,Mudumalai National Park,Udhagamandalam (Ooty),Southern,0,12,1,93,37,55,80,32,380,5,65,21
Karnataka,Bandipur National Park,Chamarajanagar,Southern,1,11,13,95,40,20,97,222,710,88,305,4
Meghalaya,Baghmara Pitcher Plant Sanctuary,South Garo Hills,Eastern,0,1,28,87,13,80,82,35,420,6,75,7
Assam,Dibru-Saikhowa National Park,Tinsukia,Eastern,1,8,63,88,43,20,96,82,40,22,85,17
Manipur,Sirohi National Park,Ukhrul,Eastern,0,10,30,33,20,95,99,364,1420,159,660,22
Andaman and Nicobar Islands,Saddle Peak National Park,North Andaman,Southern,0,10,25,62,34,55,97,172,460,63,185,4
Andaman and Nicobar Islands,Middle Button Island National Park,North Andaman,Southern,0,4,31,61,36,90,82,70,120,6,20,10
Meghalaya,Nokrek National Park,West Garo Hills,Eastern,0,12,20,72,26,20,94,145,860,27,155,18
Chhattisgarh,Sitanadi Wildlife Sanctuary,Dhamtari,Central,1,1,1,94,47,30,87,58,340,7,75,23
Gujarat,Purna Wildlife Sanctuary,Dang,Western,1,10,5,94,50,65,88,40,450,8,60,19
Assam,Manas National Park,Baksa,Eastern,0,5,29,44,27,80,65,42,340,7,85,23
Haryana,Kalesar National Park,Yamunanagar,Northern,1,10,19,99,42,75,93,76,160,16,30,10
Tripura,Sepahijala Wildlife Sanctuary,Sepahijala,Eastern,0,4,10,63,12,40,94,165,940,31,175,15
Uttarakhand,Valley of Flowers National Park,Chamoli,Northern,0,1,17,89,11,60,78,32,410,7,65,22
Rajasthan,Jaisamand Wildlife Sanctuary,Udaipur,Northern,1,12,24,88,43,80,82,35,420,6,75,8
Gujarat,Vansda National Park,Navsari,Western,1,10,9,81,47,45,85,32,480,4,60,20
Karnataka,Bannerghatta Biological Park,Bengaluru,Southern,1,4,10,95,46,10,94,225,1180,43,235,14
Uttarakhand,Sonanadi Wildlife Sanctuary,Pauri,Northern,1,10,24,98,49,60,88,40,460,7,55,9
Assam,Kaziranga National Park,"Golaghat, Nagaon, Sonitpur and Biswanath",Eastern,1,11,11,95,47,40,93,438,1790,196,845,22
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,0,7,21,64,24,80,97,262,910,108,405,10
Himachal Pradesh,Pin Valley National Park,Lahaul and Spiti,Northern,0,5,1,63,13,50,95,210,650,82,280,21
Maharashtra,Melghat Tiger Reserve,Amravati,Western,0,9,7,70,35,80,82,30,490,3,90,11
Meghalaya,Baghmara Pitcher Plant Sanctuary,South Garo Hills,Eastern,0,1,28,91,34,80,82,35,420,6,75,10
Chhattisgarh,Udanti Wildlife Sanctuary,Raipur,Central,0,2,3,38,28,35,89,60,320,8,70,14
Haryana,Sultanpur National Park,Gurgaon,Northern,0,9,29,81,38,90,93,456,1880,205,890,7
Assam,Nameri National Park,Sonitpur,Eastern,0,10,25,20,16,10,98,135,820,25,145,22
Telangana,Mrugavani National Park,Hyderabad,Southern,1,2,6,91,40,85,86,45,450,6,70,6
Gujarat,Vansda National Park,Navsari,Western,0,6,23,28,27,75,98,450,1850,202,875,13
Arunachal Pradesh,Kane Wildlife Sanctuary,East Kameng,Eastern,0,9,7,25,32,90,99,434,1770,194,835,8
Tamil Nadu,Indira Gandhi Wildlife Sanctuary,Coimbatore,Southern,0,8,27,46,20,65,91,144,320,49,115,12
Nagaland,Ntangki National Park,Peren,Eastern,1,4,11,90,39,65,91,376,1480,165,690,8
Himachal Pradesh,Daranghati Wildlife Sanctuary,Shimla,Northern,1,12,23,91,49,85,97,80,120,18,20,10
Andaman and Nicobar Islands,Saddle Peak National Park,North Andaman,Southern,0,10,25,75,15,55,97,172,460,63,185,21
Karnataka,Sharavathi Valley Wildlife Sanctuary,Uttara Kannada,Southern,1,7,7,91,42,80,97,94,70,24,25,6
Haryana,Kalesar National Park,Yamunanagar,Northern,1,10,19,93,44,75,93,76,160,16,30,17
Kerala,Neyyar Wildlife Sanctuary,Thiruvananthapuram,Southern,0,5,1,23,23,80,82,35,420,6,75,11
Haryana,Sultanpur National Park,Gurgaon,Northern,0,6,29,24,31,15,97,332,1260,143,580,8
West Bengal,Buxa Tiger Reserve,Alipurduar,Eastern,1,6,5,87,48,30,90,115,740,21,125,15
Arunachal Pradesh,Kane Wildlife Sanctuary,East Kameng,Eastern,0,6,5,73,13,55,93,308,1140,131,520,21
Manipur,Sirohi National Park,Ukhrul,Eastern,0,10,30,54,11,95,99,364,1420,159,660,20
Meghalaya,Nokrek National Park,West Garo Hills,Eastern,0,12,20,31,33,20,94,145,860,27,155,22
Telangana,Mrugavani National Park,Hyderabad,Southern,1,2,6,81,39,85,86,45,450,6,70,23
Madhya Pradesh,Satpura National Park,Hoshangabad,Central,1,11,30,89,48,60,90,85,620,15,95,8
Andaman and Nicobar Islands,Saddle Peak National Park,North Andaman,Southern,0,8,39,40,28,80,90,78,40,10,25,21
Telangana,Kawal Wildlife Sanctuary,Adilabad,Southern,0,9,29,50,20,70,93,146,330,50,120,15
Arunachal Pradesh,Eaglenest Wildlife Sanctuary,West Kameng,Eastern,1,9,12,82,41,15,96,130,800,24,140,23
Andaman and Nicobar Islands,Campbell Bay National Park,Nicobar Islands,Southern,0,1,25,35,18,75,75,63,180,3,35,16
Mizoram,Murlen National Park,Champhai,Eastern,1,5,21,89,48,65,90,32,390,6,75,10
Manipur,Yangoupokpi-Lokchao Wildlife Sanctuary,Ukhrul,Eastern,0,2,21,21,27,45,87,108,140,31,60,6
Himachal Pradesh,Pin Valley National Park,Lahaul and Spiti,Northern,1,11,2,92,41,50,97,460,1900,207,900,11
Jharkhand,Hazaribagh National Park,Hazaribagh,Eastern,1,3,10,95,45,70,95,468,1940,211,920,18
Tamil Nadu,Guindy National Park,Chennai,Southern,1,3,20,84,46,55,78,30,400,7,60,19
Maharashtra,Chandoli National Park,Kolhapur,Western,0,4,23,57,36,35,97,232,760,93,330,11
Gujarat,Porbandar Bird Sanctuary,Porbandar,Western,0,7,13,64,32,60,99,70,220,13,45,18
Gujarat,Velavadar National Park,Bhavnagar,Western,1,11,27,82,42,55,86,32,390,5,60,20
Jharkhand,Betla National Park,Palamu,Eastern,0,8,7,48,24,35,91,216,680,85,290,16
Goa,Netravali Wildlife Sanctuary,South Goa,Western,0,5,21,77,33,70,97,448,1840,201,870,17
Bihar,Rajgir Wildlife Sanctuary,Rajgir,Eastern,1,12,8,96,50,65,78,35,370,4,74,6
Uttar Pradesh,Hastinapur Wildlife Sanctuary,Meerut,Northern,0,5,10,49,33,70,97,282,1010,118,455,16
Chhattisgarh,Kanger Ghati National Park,Bastar,Central,0,12,17,57,35,25,95,320,1200,137,550,9
Jharkhand,Betla National Park,Latehar,Eastern,1,8,10,97,46,60,78,35,380,6,70,12
Himachal Pradesh,Great Himalayan National Park,Kullu,Northern,0,4,31,69,38,55,93,208,640,81,275,9
Arunachal Pradesh,Kane Wildlife Sanctuary,East Kameng,Eastern,0,6,5,85,26,55,93,308,1140,131,520,21
Gujarat,Gir Forest National Park,Junagadh,Western,0,3,23,78,31,10,91,326,1230,140,565,23
Tamil Nadu,Vettangudi Bird Sanctuary,Sivaganga,Southern,1,12,18,81,46,60,82,35,420,6,55,12
Goa,Bhagwan Mahavir Wildlife Sanctuary,North Goa and South Goa,Western,1,1,19,94,46,20,97,322,1210,138,555,21
Gujarat,Thol Lake Wildlife Sanctuary,Ahmedabad,Western,0,7,25,68,23,80,99,452,1860,203,880,22
Sikkim,Khangchendzonga National Park,North Sikkim,Eastern,1,11,25,88,42,40,95,390,1550,172,725,6
Manipur,Sirohi National Park,Ukhrul,Eastern,0,10,30,78,15,95,99,364,1420,159,660,9
Assam,Dibru-Saikhowa National Park,Tinsukia,Eastern,1,8,63,89,47,20,96,82,40,22,85,11
Punjab,Harike Wildlife Sanctuary,Harike,Northern,0,7,10,47,10,30,82,45,410,6,65,23
Tripura,Clouded Leopard National Park,Sepahijala,Eastern,1,4,9,93,43,75,80,30,370,5,75,9
Sikkim,Kyongnosla Alpine Sanctuary,East Sikkim,Eastern,0,6,23,30,23,55,99,140,300,47,105,15
Madhya Pradesh,Panna National Park,Panna,Central,0,7,19,64,27,60,84,40,420,6,65,14
Goa,Bhagwan Mahavir Wildlife Sanctuary,South Goa,Western,0,4,19,48,37,45,90,50,500,9,65,4
Madhya Pradesh,Ghatigaon Wildlife Sanctuary,Gwalior,Central,1,10,13,100,50,65,91,100,100,27,40,15
Goa,Bhagwan Mahavir Wildlife Sanctuary,North Goa and South Goa,Western,0,10,19,65,16,85,91,196,580,75,245,16
Gujarat,Porbandar Bird Sanctuary,Porbandar,Western,0,7,13,28,14,60,99,70,220,13,45,6
Karnataka,Nagarhole National Park,Kodagu,Southern,0,11,14,40,29,70,86,35,400,5,65,8
Jammu and Kashmir,Hemis National Park,Leh,Northern,0,1,6,56,30,60,91,464,1920,209,910,18
Rajasthan,Ranthambore National Park,Sawai Madhopur,Northern,1,9,5,88,40,25,85,55,450,6,50,23
Meghalaya,Baghmara Pitcher Plant Sanctuary,South Garo Hills,Eastern,0,1,28,72,36,80,82,35,420,6,75,21
Madhya Pradesh,Bandhavgarh National Park,Umaria,Central,0,8,20,77,30,95,95,478,1990,216,945,24
Karnataka,Bandipur National Park,Chamarajanagar,Southern,1,11,13,84,44,20,97,222,710,88,305,17
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,0,6,13,48,25,50,88,50,460,7,55,23
Bihar,Valmiki National Park,West Champaran,Eastern,1,9,11,100,50,40,99,314,1170,134,535,23
Haryana,Sultanpur National Park,Gurgaon,Northern,0,9,29,73,19,90,93,456,1880,205,890,12
Maharashtra,Navegaon National Park,Gondia,Western,0,8,26,46,11,85,95,360,1400,157,650,24
Mizoram,Khawnglung Wildlife Sanctuary,Champhai,Eastern,0,7,1,74,23,20,97,118,190,36,85,12
Bihar,Nakti Dam Wildlife Sanctuary,Gaya,Eastern,0,11,8,92,16,70,86,45,480,9,60,4
Meghalaya,Baghmara Pitcher Plant Sanctuary,South Garo Hills,Eastern,0,1,28,93,27,80,82,35,420,6,75,13
Punjab,Harike Wetland Wildlife Sanctuary,Tarn Taran,Northern,0,2,15,71,17,35,91,132,260,43,85,20
Uttarakhand,Valley of Flowers National Park,Chamoli,Northern,0,1,17,93,10,60,78,32,410,7,65,6
Sikkim,Fambong Lho Wildlife Sanctuary,East Sikkim,Eastern,0,5,21,33,16,50,97,138,290,46,100,15
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,1,5,17,83,45,78,98,230,870,98,380,21
Maharashtra,Pench National Park,Nagpur,Central,0,12,20,79,13,80,94,205,1100,39,215,12
Haryana,Kalesar National Park,Yamunanagar,Northern,1,10,19,87,40,75,93,76,160,16,30,22
Sikkim,Maenam Wildlife Sanctuary,South Sikkim,Eastern,0,9,25,48,34,70,91,266,930,110,415,14
Tripura,Rowa Wildlife Sanctuary,North Tripura,Eastern,1,6,8,100,42,75,99,404,1620,179,760,11
Andaman and Nicobar Islands,Campbell Bay National Park,Nicobar Islands,Southern,0,1,25,59,28,75,75,63,180,3,35,14
Gujarat,Gir Forest National Park,Junagadh,Western,0,3,5,62,32,60,84,55,460,8,70,16
Bihar,Vikramshila Gangetic Dolphin Sanctuary,Bhagalpur,Eastern,0,10,13,82,27,35,91,316,1180,135,540,5
Gujarat,"Marine National Park, Gulf of Kutch",Devbhoomi Dwarka,Western,0,1,25,36,26,70,97,202,610,78,260,16
Gujarat,Purna Wildlife Sanctuary,Dang,Western,1,10,5,84,46,65,88,40,450,8,60,5
Kerala,Thattekad Bird Sanctuary,Ernakulam,Southern,0,12,30,93,37,70,88,45,480,9,75,20
Tripura,Rowa Wildlife Sanctuary,North Tripura,Eastern,1,6,8,92,46,75,99,404,1620,179,760,19
Madhya Pradesh,Bandhavgarh National Park,Umaria,Central,1,8,20,81,47,95,95,478,1990,216,945,10
Maharashtra,Bhimashankar Wildlife Sanctuary,Pune,Western,0,12,17,30,15,55,95,104,120,29,50,13
Bihar,Valmiki National Park,West Champaran,Eastern,1,9,11,86,39,40,99,314,1170,134,535,15
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,1,11,14,89,50,50,88,34,450,5,55,20
Haryana,Kalesar National Park,Yamunanagar,Northern,0,5,27,42,12,10,95,330,1250,142,575,20
Bihar,Vikramshila Gangetic Dolphin Sanctuary,Bhagalpur,Eastern,0,1,15,34,36,50,97,442,1810,198,855,22
Bihar,Kaimur Wildlife Sanctuary,Kaimur,Eastern,0,12,71,48,27,25,85,55,360,6,80,5
Odisha,Bhitarkanika National Park,Kendrapara,Eastern,0,12,21,56,16,70,80,60,200,1,40,5
Goa,Netravali Wildlife Sanctuary,Sanguem,Western,0,4,7,44,22,45,93,64,280,10,60,5
Kerala,Silent Valley National Park,Palakkad,Southern,1,5,9,81,44,95,90,55,500,9,60,19
Andaman and Nicobar Islands,South Button Island National Park,South Andaman,Southern,0,2,28,46,17,75,95,300,1100,127,500,13
Uttarakhand,Sonanadi Wildlife Sanctuary,Pauri,Northern,1,10,24,91,44,60,88,40,460,7,55,23
Maharashtra,Sanjay Gandhi National Park,Mumbai,Western,1,1,2,82,49,85,96,210,1120,40,220,15
Madhya Pradesh,Panna National Park,Panna,Central,0,1,2,59,27,55,92,90,640,16,100,14
Madhya Pradesh,Bandhavgarh National Park,Umaria,Central,1,5,20,96,42,70,99,354,1370,154,635,24
Nagaland,Intanki National Park,Peren,Eastern,0,12,7,54,25,75,93,248,840,101,370,19
Manipur,Yangoupokpi-Lokchao Wildlife Sanctuary,Ukhrul,Eastern,0,2,21,76,23,45,87,108,140,31,60,19
Tamil Nadu,Guindy National Park,Chennai,Southern,1,1,4,89,47,60,80,35,400,4,65,22
Kerala,Chimmony Wildlife Sanctuary,Thrissur,Southern,1,8,9,85,46,75,99,96,80,25,30,10
Nagaland,Ntangki National Park,Peren,Eastern,0,1,9,77,16,80,95,250,850,102,375,4
Chhattisgarh,Indravati National Park,Bijapur,Central,0,6,15,66,27,70,82,40,420,7,65,7
Jharkhand,Hazaribagh National Park,Hazaribagh,Eastern,1,3,10,91,45,70,95,468,1940,211,920,5
Meghalaya,Nokrek National Park,West Garo Hills,Eastern,0,12,3,69,32,45,93,368,1440,161,670,12
Tripura,Trishna Wildlife Sanctuary,Belonia,Eastern,0,5,22,44,37,45,96,170,960,32,180,15
Tripura,Sepahijala Wildlife Sanctuary,Sepahijala,Eastern,0,4,10,30,35,40,94,165,940,31,175,6
Arunachal Pradesh,Namdapha National Park,Changlang,Eastern,0,11,2,33,32,60,80,30,380,5,70,20
Rajasthan,Sariska Tiger Reserve,Alwar,Northern,0,10,23,24,18,95,93,388,1540,171,720,8
Uttar Pradesh,Chandraprabha Wildlife Sanctuary,Chandauli,Northern,1,10,18,97,50,65,88,80,600,14,90,4
Punjab,Harike Wetland,Tarn Taran,Northern,0,7,17,51,15,80,97,382,1510,168,705,15
Uttar Pradesh,Dudhwa National Park,Lakhimpur Kheri,Northern,0,3,22,67,17,65,84,40,430,6,70,4
Madhya Pradesh,Gandhi Sagar Wildlife Sanctuary,Mandsaur,Central,0,11,15,36,33,60,93,102,110,28,45,12
Karnataka,Bandipur National Park,Chamarajanagar,Southern,1,4,15,91,45,65,75,40,360,5,68,7
Telangana,Mrugavani National Park,Hyderabad,Southern,0,4,4,74,17,65,95,400,1600,177,750,21
Uttar Pradesh,Hastinapur Wildlife Sanctuary,Meerut,Northern,0,5,10,70,32,70,97,282,1010,118,455,22
Arunachal Pradesh,Pakke Wildlife Sanctuary,East Kameng,Eastern,1,8,30,83,45,20,94,125,780,23,135,14
Arunachal Pradesh,Kamlang Wildlife Sanctuary,Lohit,Eastern,0,3,53,28,33,45,86,92,15,17,60,24
Himachal Pradesh,Pin Valley National Park,Lahaul and Spiti,Northern,1,11,2,84,41,50,97,460,1900,207,900,22
Arunachal Pradesh,Kane Wildlife Sanctuary,East Kameng,Eastern,0,4,55,23,23,40,88,94,20,18,65,6
Rajasthan,Sita Mata Wildlife Sanctuary,Pratapgarh,Northern,0,4,22,53,16,80,82,35,420,6,75,18
Jharkhand,Betla National Park,Palamu,Eastern,0,2,8,84,34,65,93,466,1930,210,915,19
Tripura,Gumti Wildlife Sanctuary,South Tripura,Eastern,0,5,6,56,29,70,97,402,1610,178,755,13
Haryana,Kalesar National Park,Yamunanagar,Northern,0,5,27,92,23,10,95,330,1250,142,575,4
Assam,Kaziranga National Park,"Golaghat, Nagaon, Sonitpur and Biswanath",Eastern,1,5,9,81,44,80,91,186,530,70,220,4
Bihar,Vikramshila Gangetic Dolphin Sanctuary,Bhagalpur,Eastern,0,1,15,84,38,50,97,442,1810,198,855,4
Bihar,Rajgir Wildlife Sanctuary,Rajgir,Eastern,1,12,8,89,46,65,78,35,370,4,74,17
Chhattisgarh,Udanti Wildlife Sanctuary,Raipur,Central,0,2,3,63,24,35,89,60,320,8,70,7
Odisha,Khalasuni Wildlife Sanctuary,Balasore,Eastern,1,12,11,87,46,25,97,128,240,41,75,16
Uttar Pradesh,Saman Sanctuary,Mainpuri,Northern,0,3,8,82,13,75,88,45,480,8,70,11
Rajasthan,Kumbhalgarh Wildlife Sanctuary,Rajsamand,Northern,1,4,19,88,48,45,95,136,280,45,95,19
West Bengal,Neora Valley National Park,Kalimpong,Eastern,0,10,15,66,37,60,76,55,240,2,48,12
Bihar,Kanwar Lake Bird Sanctuary,Begusarai,Eastern,1,11,69,85,41,20,92,50,380,5,85,7
Punjab,Kanjli Wetland,Kapurthala,Northern,0,8,19,30,37,85,99,384,1520,169,710,12
Kerala,Thattekad Bird Sanctuary,Ernakulam,Southern,0,12,30,90,26,70,88,45,480,9,75,23
Bihar,Vikramshila Gangetic Dolphin Sanctuary,Bhagalpur,Eastern,0,1,15,35,37,50,97,442,1810,198,855,21
Meghalaya,Balphakram National Park,South Garo Hills,Eastern,1,11,1,86,48,40,91,366,1430,160,665,18
Mizoram,Blue Mountain National Park,Mamit,Eastern,1,6,29,86,50,25,95,116,180,35,80,13
Kerala,Chimmony Wildlife Sanctuary,Thrissur,Southern,1,8,9,83,48,75,99,96,80,25,30,5
Uttarakhand,Nanda Devi National Park,Chamoli,Northern,0,9,14,38,36,90,95,410,1650,182,775,16
Andaman and Nicobar Islands,Rani Jhansi Marine National Park,South Andaman,Southern,0,12,24,55,37,85,91,296,1080,125,490,8
Gujarat,Purna Wildlife Sanctuary,Dang,Western,1,10,5,97,39,65,88,40,450,8,60,18
Nagaland,Fakim Wildlife Sanctuary,Kiphire,Eastern,1,3,9,82,49,70,84,38,430,8,65,17
Uttar Pradesh,Hastinapur Wildlife Sanctuary,Meerut,Northern,0,5,10,62,13,70,97,282,1010,118,455,7
Rajasthan,Kumbhalgarh Wildlife Sanctuary,Rajsamand,Northern,1,9,15,91,42,70,84,42,420,7,65,13
Mizoram,Phawngpui National Park,Saiha,Eastern,0,2,17,81,18,60,80,32,390,5,65,23
